Device-ID,X-Coordinate,Y-Coordinate,Laser-Power(dB),Wavelength,Channel-1,Channel-2
MR3_100_100,-1722.125,1966.45,6.401,1500.576,-38.994,-42.1971
MR3_100_100,-1722.125,1966.45,6.401,1500.584,-39.3468,-41.541
MR3_100_100,-1722.125,1966.45,6.401,1500.592,-39.9747,-41.0446
MR3_100_100,-1722.125,1966.45,6.401,1500.6,-40.732,-40.4459
MR3_100_100,-1722.125,1966.45,6.401,1500.608,-42.0354,-39.807
MR3_100_100,-1722.125,1966.45,6.401,1500.616,-43.3265,-39.5545
MR3_100_100,-1722.125,1966.45,6.401,1500.624,-45.0461,-39.2176
MR3_100_100,-1722.125,1966.45,6.401,1500.632,-46.5954,-39.1853
MR3_100_100,-1722.125,1966.45,6.401,1500.64,-46.0937,-39.2501
MR3_100_100,-1722.125,1966.45,6.401,1500.648,-45.1085,-39.5545
MR3_100_100,-1722.125,1966.45,6.401,1500.656,-43.3265,-40.0949
MR3_100_100,-1722.125,1966.45,6.401,1500.664,-42.0979,-40.8279
MR3_100_100,-1722.125,1966.45,6.401,1500.672,-41.0663,-41.3251
MR3_100_100,-1722.125,1966.45,6.401,1500.68,-40.1924,-42.0391
MR3_100_100,-1722.125,1966.45,6.401,1500.688,-39.5696,-42.5666
MR3_100_100,-1722.125,1966.45,6.401,1500.696,-39.2152,-43.0873
MR3_100_100,-1722.125,1966.45,6.401,1500.704,-38.8725,-43.3311
MR3_100_100,-1722.125,1966.45,6.401,1500.712,-38.541,-43.7246
MR3_100_100,-1722.125,1966.45,6.401,1500.72,-38.2982,-43.9116
MR3_100_100,-1722.125,1966.45,6.401,1500.728,-38.1183,-44.1071
MR3_100_100,-1722.125,1966.45,6.401,1500.736,-37.9455,-44.1573
MR3_100_100,-1722.125,1966.45,6.401,1500.744,-37.7215,-44.3116
MR3_100_100,-1722.125,1966.45,6.401,1500.752,-37.6082,-44.3644
MR3_100_100,-1722.125,1966.45,6.401,1500.76,-37.4219,-44.3116
MR3_100_100,-1722.125,1966.45,6.401,1500.768,-37.2536,-44.5818
MR3_100_100,-1722.125,1966.45,6.401,1500.776,-37.2024,-44.5818
MR3_100_100,-1722.125,1966.45,6.401,1500.784,-37.0718,-45.0524
MR3_100_100,-1722.125,1966.45,6.401,1500.792,-37.0031,-45.0524
MR3_100_100,-1722.125,1966.45,6.401,1500.8,-36.9451,-45.5802
MR3_100_100,-1722.125,1966.45,6.401,1500.808,-36.9547,-45.4421
MR3_100_100,-1722.125,1966.45,6.401,1500.816,-36.9934,-45.946
MR3_100_100,-1722.125,1966.45,6.401,1500.824,-37.0718,-46.3455
MR3_100_100,-1722.125,1966.45,6.401,1500.832,-37.0917,-46.6041
MR3_100_100,-1722.125,1966.45,6.401,1500.84,-37.1922,-47.0724
MR3_100_100,-1722.125,1966.45,6.401,1500.848,-37.2024,-47.1726
MR3_100_100,-1722.125,1966.45,6.401,1500.856,-37.2743,-47.0724
MR3_100_100,-1722.125,1966.45,6.401,1500.864,-37.4005,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1500.872,-37.4759,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1500.88,-37.5195,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1500.888,-37.5747,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1500.896,-37.6082,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1500.904,-37.6194,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1500.912,-37.6645,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1500.92,-37.5858,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1500.928,-37.5526,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1500.936,-37.5305,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1500.944,-37.5086,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1500.952,-37.4326,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1500.96,-37.3899,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1500.968,-37.3055,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1500.976,-37.2536,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1500.984,-37.2951,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1500.992,-37.1922,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1501.0,-37.2126,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.008,-37.2228,-47.1726
MR3_100_100,-1722.125,1966.45,6.401,1501.016,-37.1922,-47.275
MR3_100_100,-1722.125,1966.45,6.401,1501.024,-37.2433,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1501.032,-37.2024,-46.879
MR3_100_100,-1722.125,1966.45,6.401,1501.04,-37.2331,-46.7854
MR3_100_100,-1722.125,1966.45,6.401,1501.048,-37.2024,-47.0724
MR3_100_100,-1722.125,1966.45,6.401,1501.056,-37.1618,-46.7854
MR3_100_100,-1722.125,1966.45,6.401,1501.064,-37.2331,-47.1726
MR3_100_100,-1722.125,1966.45,6.401,1501.072,-37.2331,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1501.08,-37.2228,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.088,-37.1719,-47.3798
MR3_100_100,-1722.125,1966.45,6.401,1501.096,-37.0917,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1501.104,-37.0422,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1501.112,-36.9164,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1501.12,-36.8878,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.128,-36.8594,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.136,-36.8033,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.144,-36.7113,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.152,-36.666,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.16,-36.6034,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.168,-36.568,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.176,-36.5329,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1501.184,-36.4464,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.192,-36.3448,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.2,-36.2866,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.208,-36.2619,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.216,-36.2129,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.224,-36.2619,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.232,-36.2949,-47.3798
MR3_100_100,-1722.125,1966.45,6.401,1501.24,-36.4123,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.248,-36.455,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.256,-36.568,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.264,-36.6034,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.272,-36.675,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.28,-36.7295,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.288,-36.757,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.296,-36.8313,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.304,-36.9164,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.312,-37.0129,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.32,-37.1016,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.328,-37.182,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.336,-37.1517,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.344,-37.182,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.352,-37.2433,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.36,-37.264,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.368,-37.2847,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.376,-37.316,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.384,-37.3265,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1501.392,-37.316,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.4,-37.2743,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.408,-37.2536,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.416,-37.2847,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.424,-37.2433,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.432,-37.182,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.44,-37.2536,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.448,-37.1517,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.456,-37.1016,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.464,-37.0817,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.472,-37.0324,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1501.48,-37.0129,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.488,-36.9547,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.496,-36.9355,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.504,-36.9355,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.512,-36.8973,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.52,-36.8689,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.528,-36.8689,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.536,-36.8313,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.544,-36.85,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.552,-36.794,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.56,-36.7478,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.568,-36.6391,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.576,-36.648,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.584,-36.5592,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.592,-36.4635,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.6,-36.3784,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.608,-36.3364,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.616,-36.2949,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1501.624,-36.2292,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1501.632,-36.1886,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.64,-36.1886,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1501.648,-36.1325,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1501.656,-36.1565,-49.5349
MR3_100_100,-1722.125,1966.45,6.401,1501.664,-36.1886,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.672,-36.2129,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1501.68,-36.2537,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.688,-36.2866,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1501.696,-36.4293,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1501.704,-36.5155,-49.1993
MR3_100_100,-1722.125,1966.45,6.401,1501.712,-36.5856,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.72,-36.7113,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.728,-36.8313,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.736,-36.9355,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.744,-36.9934,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.752,-37.1116,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1501.76,-37.1116,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.768,-37.2228,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.776,-37.2536,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.784,-37.316,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.792,-37.3687,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.8,-37.4434,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.808,-37.4867,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1501.816,-37.4759,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1501.824,-37.4005,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.832,-37.2433,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.84,-37.1922,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1501.848,-37.2126,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.856,-37.2126,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.864,-37.2847,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.872,-37.2743,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.88,-37.2331,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.888,-37.182,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1501.896,-37.0619,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1501.904,-37.0521,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.912,-36.974,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.92,-36.85,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.928,-36.8219,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.936,-36.7478,-47.4874
MR3_100_100,-1722.125,1966.45,6.401,1501.944,-36.7022,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1501.952,-36.6841,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1501.96,-36.6841,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1501.968,-36.657,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1501.976,-36.5945,-47.7108
MR3_100_100,-1722.125,1966.45,6.401,1501.984,-36.5504,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1501.992,-36.4894,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1502.0,-36.3953,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1502.008,-36.3364,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1502.016,-36.2701,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1502.024,-36.1886,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1502.032,-36.1565,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.04,-36.1405,-47.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.048,-36.0771,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.056,-36.1245,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.064,-36.0613,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.072,-36.1007,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.08,-36.1245,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.088,-36.0928,-49.1993
MR3_100_100,-1722.125,1966.45,6.401,1502.096,-36.1405,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.104,-36.1007,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.112,-36.1007,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.12,-36.0771,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.128,-36.0535,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.136,-36.0771,-49.1993
MR3_100_100,-1722.125,1966.45,6.401,1502.144,-36.0692,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.152,-36.1007,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.16,-36.1405,-49.1993
MR3_100_100,-1722.125,1966.45,6.401,1502.168,-36.221,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.176,-36.3448,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.184,-36.4378,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.192,-36.5067,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.2,-36.6212,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.208,-36.7663,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1502.216,-36.8407,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.224,-36.8973,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1502.232,-37.0031,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.24,-37.0817,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.248,-37.0619,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.256,-37.0521,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.264,-37.1216,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.272,-37.0817,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.28,-37.0422,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.288,-37.1116,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.296,-37.1016,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.304,-37.1316,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1502.312,-37.1216,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1502.32,-37.1416,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.328,-37.1016,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.336,-37.1116,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.344,-37.0226,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1502.352,-36.9355,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.36,-36.8594,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.368,-36.8033,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.376,-36.6931,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1502.384,-36.568,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.392,-36.5155,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.4,-36.4038,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.408,-36.3448,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1502.416,-36.3032,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.424,-36.2129,-49.1993
MR3_100_100,-1722.125,1966.45,6.401,1502.432,-36.0849,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.44,-36.0379,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.448,-35.9377,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.456,-35.9606,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.464,-35.9377,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.472,-35.9682,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.48,-35.8997,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.488,-35.9606,-47.8268
MR3_100_100,-1722.125,1966.45,6.401,1502.496,-35.9682,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.504,-35.9836,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.512,-36.0068,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.52,-36.0379,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.528,-36.0771,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.536,-36.1086,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1502.544,-36.1007,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.552,-36.1086,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1502.56,-36.1166,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.568,-36.1086,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1502.576,-36.1405,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.584,-36.1405,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1502.592,-36.1725,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.6,-36.1565,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.608,-36.1886,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.616,-36.2619,-48.8882
MR3_100_100,-1722.125,1966.45,6.401,1502.624,-36.3032,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.632,-36.4207,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.64,-36.4894,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.648,-36.5856,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.656,-36.6034,-48.7403
MR3_100_100,-1722.125,1966.45,6.401,1502.664,-36.7022,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.672,-36.7204,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.68,-36.7204,-49.041
MR3_100_100,-1722.125,1966.45,6.401,1502.688,-36.794,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.696,-36.7755,-48.5975
MR3_100_100,-1722.125,1966.45,6.401,1502.704,-36.7755,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.712,-36.8313,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.72,-36.8878,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.728,-36.8783,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.736,-36.9068,-48.3251
MR3_100_100,-1722.125,1966.45,6.401,1502.744,-36.9259,-48.4591
MR3_100_100,-1722.125,1966.45,6.401,1502.752,-36.9451,-48.0688
MR3_100_100,-1722.125,1966.45,6.401,1502.76,-36.9547,-48.1949
MR3_100_100,-1722.125,1966.45,6.401,1502.768,-36.9934,-47.9462
MR3_100_100,-1722.125,1966.45,6.401,1502.776,-36.8878,-47.7108
